Gene	NC_1	NC_2	NC_3	siFSCN1_1	siFSCN1_2	siFSCN1_3	Symbol	Chr	GeneType	Description
ENSG00000026559.14	1.14	1.39	1.22	0.78	0.62	0.71	KCNG1	chr20	protein_coding	potassium voltage-gated channel modifier subfamily G member 1
ENSG00000197385.6	0.02	0.11	0.12	0.2	0.3	0.29	ZNF860	chr3	protein_coding	zinc finger protein 860
ENSG00000132703.4	0.06	0.0	0.0	0.0	0.0	0.06	APCS	chr1	protein_coding	amyloid P component, serum
ENSG00000287961.1	0.04	0.0	0.0	0.0	0.04	0.08	CTD-2562J15.8	chr19	lncRNA	--
ENSG00000272686.1	2.01	1.7	1.96	3.14	2.84	2.89	WASL-DT	chr7	lncRNA	WASL divergent transcript
ENSG00000182687.4	0.24	0.26	0.2	0.21	0.1	0.04	GALR2	chr17	protein_coding	galanin receptor 2
ENSG00000233825.1	0.57	0.47	0.43	0.34	0.0	0.0	RP11-135A24.4	chr10	lncRNA	--
ENSG00000240386.4	0.0	0.0	0.1	0.0	0.0	0.0	LCE1F	chr1	protein_coding	late cornified envelope 1F
ENSG00000219023.1	1.46	1.0	1.55	1.14	1.16	1.2	RP3-340B19.2	chr6	processed_pseudogene	--
ENSG00000213513.3	0.02	0.1	0.03	0.09	0.05	0.14	IMPDH1P5	chr10	processed_pseudogene	inosine monophosphate dehydrogenase 1 pseudogene 5
ENSG00000158109.15	12.67	13.84	13.23	5.15	4.8	4.26	TPRG1L	chr1	protein_coding	tumor protein p63 regulated 1 like
ENSG00000205022.9	0.0	0.0	0.0	0.02	0.0	0.0	PABPN1L	chr16	protein_coding	PABPN1 like, cytoplasmic
ENSG00000276903.2	0.23	0.0	0.05	0.0	0.0	0.05	H2AC16	chr6	protein_coding	H2A clustered histone 16
ENSG00000249115.9	3.38	3.27	2.93	3.82	3.89	3.84	HAUS5	chr19	protein_coding	HAUS augmin like complex subunit 5
ENSG00000280426.1	0.03	0.02	0.05	0.35	0.36	0.29	RP11-837J7.3	chr12	TEC	--
ENSG00000066735.15	0.34	0.47	0.34	0.23	0.29	0.27	KIF26A	chr14	protein_coding	kinesin family member 26A
ENSG00000130826.18	20.99	21.69	20.73	19.39	19.27	20.28	DKC1	chrX	protein_coding	dyskerin pseudouridine synthase 1
ENSG00000173093.13	0.0	0.0	0.0	0.0	0.0	0.01	CCDC63	chr12	protein_coding	coiled-coil domain containing 63
ENSG00000230699.2	0.01	0.03	0.03	0.02	0.14	0.04	RP11-54O7.1	chr1	lncRNA	--
ENSG00000175826.12	40.37	42.56	42.83	23.14	19.53	20.39	CTDNEP1	chr17	protein_coding	CTD nuclear envelope phosphatase 1
ENSG00000104231.11	3.13	3.41	3.33	3.52	3.41	3.62	ZFAND1	chr8	protein_coding	zinc finger AN1-type containing 1
ENSG00000180008.9	2.83	2.73	2.88	2.66	2.45	2.87	SOCS4	chr14	protein_coding	suppressor of cytokine signaling 4
ENSG00000188976.11	17.48	17.07	17.77	12.0	11.53	11.34	NOC2L	chr1	protein_coding	NOC2 like nucleolar associated transcriptional repressor
ENSG00000244301.6	0.0	0.0	0.0	0.01	0.0	0.0	AOX3P	chr2	transcribed_unprocessed_pseudogene	aldehyde oxidase 3, pseudogene
ENSG00000217783.2	0.0	0.0	0.02	0.0	0.0	0.0	LDHAL6FP	chr6	processed_pseudogene	lactate dehydrogenase A like 6F, pseudogene
ENSG00000110066.15	1.88	1.78	1.7	2.44	2.47	2.64	KMT5B	chr11	protein_coding	lysine methyltransferase 5B
ENSG00000251095.7	0.06	0.1	0.07	0.18	0.18	0.18	RP11-115D19.1	chr4	lncRNA	--
ENSG00000282852.1	0.0	0.0	0.0	0.15	0.0	0.0	RP5-1003J2.4	chr1	processed_pseudogene	--
ENSG00000167995.17	141.21	142.77	128.01	92.64	122.98	102.16	BEST1	chr11	protein_coding	bestrophin 1
ENSG00000277224.2	0.07	0.05	0.1	0.07	0.13	0.11	H2BC7	chr6	protein_coding	H2B clustered histone 7
ENSG00000013588.9	22.64	23.22	23.18	11.33	10.39	10.08	GPRC5A	chr12	protein_coding	G protein-coupled receptor class C group 5 member A
ENSG00000145908.13	0.57	0.54	0.48	1.41	1.29	1.21	ZNF300	chr5	protein_coding	zinc finger protein 300
ENSG00000188760.11	0.5	0.4	0.45	0.69	0.78	0.62	TMEM198	chr2	protein_coding	transmembrane protein 198
ENSG00000223509.8	0.27	0.19	0.32	0.25	0.38	0.34	RP11-632K20.7	chr15	transcribed_processed_pseudogene	--
ENSG00000263563.6	0.18	0.07	0.04	0.03	0.06	0.09	UBBP4	chr17	transcribed_unprocessed_pseudogene	ubiquitin B pseudogene 4
ENSG00000253187.2	0.16	0.22	0.27	0.29	0.52	0.36	HOXA10-AS	chr7	lncRNA	HOXA10 antisense RNA
ENSG00000188227.13	0.0	0.01	0.0	0.0	0.0	0.0	ZNF793	chr19	protein_coding	zinc finger protein 793
ENSG00000168843.14	0.0	0.0	0.0	0.02	0.0	0.03	FSTL5	chr4	protein_coding	follistatin like 5
ENSG00000143537.14	6.35	5.9	5.73	11.67	10.59	10.04	ADAM15	chr1	protein_coding	ADAM metallopeptidase domain 15
ENSG00000111181.13	0.08	0.01	0.07	0.1	0.06	0.06	SLC6A12	chr12	protein_coding	solute carrier family 6 member 12
ENSG00000267261.5	93.25	97.95	90.81	70.84	66.08	69.69	CTD-2132N18.3	chr17	protein_coding	--
ENSG00000261236.8	50.82	51.36	51.17	38.47	35.58	34.34	BOP1	chr8	protein_coding	BOP1 ribosomal biogenesis factor
ENSG00000139133.7	0.87	0.88	0.66	0.99	0.95	0.93	ALG10	chr12	protein_coding	ALG10 alpha-1,2-glucosyltransferase
ENSG00000166349.10	0.01	0.02	0.01	0.04	0.03	0.06	RAG1	chr11	protein_coding	recombination activating 1
ENSG00000169436.17	0.02	0.02	0.01	0.03	0.02	0.01	COL22A1	chr8	protein_coding	collagen type XXII alpha 1 chain
ENSG00000278763.1	0.26	0.14	0.11	0.62	0.13	0.25	FAM27B	chr9	processed_pseudogene	family with sequence similarity 27 member B
ENSG00000110723.12	0.01	0.01	0.02	0.05	0.04	0.05	EXPH5	chr11	protein_coding	exophilin 5
ENSG00000114054.14	5.04	4.98	4.8	5.52	5.74	5.67	PCCB	chr3	protein_coding	propionyl-CoA carboxylase subunit beta
ENSG00000181585.7	0.01	0.01	0.08	0.05	0.04	0.1	TMIE	chr3	protein_coding	transmembrane inner ear
ENSG00000275052.5	5.89	6.2	6.18	6.18	5.89	6.43	PPP4R3B	chr2	protein_coding	protein phosphatase 4 regulatory subunit 3B
ENSG00000086015.22	5.27	4.95	4.93	5.23	5.36	5.29	MAST2	chr1	protein_coding	microtubule associated serine/threonine kinase 2
ENSG00000169946.14	0.01	0.0	0.01	0.01	0.01	0.0	ZFPM2	chr8	protein_coding	zinc finger protein, FOG family member 2
ENSG00000271789.1	0.16	0.04	0.17	0.17	0.23	0.19	RP5-1112D6.7	chr6	lncRNA	--
ENSG00000273272.2	0.0	0.0	0.03	0.03	0.03	0.03	CTA-384D8.34	chr22	lncRNA	--
ENSG00000271147.8	0.44	0.42	0.5	0.5	0.43	0.51	ARMCX5-GPRASP2	chrX	lncRNA	ARMCX5-GPRASP2 readthrough
ENSG00000162066.16	2.33	2.3	2.55	4.41	4.5	3.61	AMDHD2	chr16	protein_coding	amidohydrolase domain containing 2
ENSG00000100362.13	0.0	0.0	0.02	0.0	0.0	0.02	PVALB	chr22	protein_coding	parvalbumin
ENSG00000142583.18	0.01	0.0	0.0	0.03	0.0	0.0	SLC2A5	chr1	protein_coding	solute carrier family 2 member 5
ENSG00000253921.1	0.0	0.0	0.0	0.05	0.05	0.0	CTB-113P19.3	chr5	lncRNA	--
ENSG00000258016.1	0.0	0.0	0.0	0.0	0.0	0.1	HIGD1AP1	chr12	processed_pseudogene	HIG1 hypoxia inducible domain family member 1A pseudogene 1
ENSG00000130299.17	3.94	4.21	3.81	3.01	3.13	3.0	GTPBP3	chr19	protein_coding	GTP binding protein 3, mitochondrial
ENSG00000135643.5	1.0	1.35	1.15	0.48	0.67	0.71	KCNMB4	chr12	protein_coding	potassium calcium-activated channel subfamily M regulatory beta subunit 4
ENSG00000263683.1	0.0	0.0	0.0	0.0	0.13	0.06	RP4-777O23.1	chr7	lncRNA	--
ENSG00000228057.1	0.09	0.0	0.02	0.06	0.02	0.06	SEC63P1	chr1	processed_pseudogene	SEC63 homolog, protein translocation regulator pseudogene 1
ENSG00000049246.15	0.22	0.3	0.31	0.82	0.88	0.79	PER3	chr1	protein_coding	period circadian regulator 3
ENSG00000250349.3	2.23	1.11	2.26	4.93	5.66	6.26	RP5-972B16.2	chrX	protein_coding	--
ENSG00000236018.2	0.0	0.0	0.0	0.07	0.0	0.03	RP4-814D15.1	chr7	processed_pseudogene	--
ENSG00000188991.3	0.0	0.0	0.0	0.0	0.02	0.0	SLC15A5	chr12	protein_coding	solute carrier family 15 member 5
ENSG00000254409.3	0.02	0.0	0.0	0.05	0.02	0.05	RP11-613D13.4	chr11	lncRNA	--
ENSG00000204970.10	5.22	4.88	5.13	6.9	6.76	7.94	PCDHA1	chr5	protein_coding	protocadherin alpha 1
ENSG00000251634.2	0.0	0.01	0.01	0.02	0.07	0.03	NAIPP4	chr5	unprocessed_pseudogene	NAIP pseudogene 4
ENSG00000200687.1	0.0	0.0	0.0	0.0	0.0	0.24	RNA5SP335	chr11	rRNA_pseudogene	RNA, 5S ribosomal pseudogene 335
ENSG00000267387.1	0.12	0.11	0.05	0.16	0.18	0.16	CTD-2240E14.4	chr19	lncRNA	--
ENSG00000248771.5	0.03	0.11	0.07	0.44	0.46	0.44	SMIM31	chr4	protein_coding	small integral membrane protein 31
ENSG00000185155.12	0.01	0.0	0.02	0.0	0.0	0.01	MIXL1	chr1	protein_coding	Mix paired-like homeobox
ENSG00000164308.17	0.23	0.23	0.24	0.34	0.37	0.38	ERAP2	chr5	protein_coding	endoplasmic reticulum aminopeptidase 2
ENSG00000260914.3	25.95	23.84	23.47	22.34	22.99	22.6	RP11-343C2.11	chr16	protein_coding	--
ENSG00000269609.6	0.78	0.61	0.64	1.08	1.07	1.05	C10orf95-AS1	chr10	lncRNA	C10orf95 antisense RNA 1
ENSG00000156453.14	0.19	0.18	0.19	0.16	0.19	0.22	PCDH1	chr5	protein_coding	protocadherin 1
ENSG00000108244.17	0.03	0.02	0.05	0.0	0.0	0.0	KRT23	chr17	protein_coding	keratin 23
ENSG00000165475.15	1.18	1.09	1.26	2.23	1.97	2.12	CRYL1	chr13	protein_coding	crystallin lambda 1
ENSG00000242908.6	0.0	0.0	0.04	0.0	0.04	0.04	AADACL2-AS1	chr3	lncRNA	AADACL2 antisense RNA 1
ENSG00000215712.11	2.59	2.67	2.62	2.38	2.35	2.52	TMEM242	chr6	protein_coding	transmembrane protein 242
ENSG00000206530.11	0.11	0.13	0.18	0.41	0.43	0.45	CFAP44	chr3	protein_coding	cilia and flagella associated protein 44
ENSG00000233585.2	0.0	0.02	0.05	0.22	0.22	0.32	AC115617.2	chrX	transcribed_processed_pseudogene	--
ENSG00000252233.1	0.0	0.0	0.0	0.0	0.0	0.08	RN7SKP253	chr4	misc_RNA	RN7SK pseudogene 253
ENSG00000133195.11	2.29	2.23	2.29	5.94	5.56	5.6	SLC39A11	chr17	protein_coding	solute carrier family 39 member 11
ENSG00000166347.19	14.62	14.54	14.36	11.65	11.0	11.42	CYB5A	chr18	protein_coding	cytochrome b5 type A
ENSG00000228700.1	0.19	0.0	0.16	0.54	0.73	0.81	RP11-155G14.1	chr7	processed_pseudogene	--
ENSG00000155189.12	8.52	9.09	8.48	7.94	8.85	8.7	AGPAT5	chr8	protein_coding	1-acylglycerol-3-phosphate O-acyltransferase 5
ENSG00000255328.1	0.06	0.02	0.02	0.27	0.25	0.33	RP11-326C3.12	chr11	lncRNA	--
ENSG00000230176.3	1.38	1.34	1.41	1.39	1.19	0.58	LINC01433	chr20	lncRNA	long intergenic non-protein coding RNA 1433
ENSG00000280099.1	0.49	0.4	0.53	0.67	0.56	0.55	RP11-33E12.2	chr1	TEC	--
ENSG00000273489.1	0.32	0.23	0.37	0.16	0.67	0.36	RP11-180C16.1	chr7	lncRNA	--
ENSG00000234801.3	0.17	0.09	0.12	0.11	0.06	0.19	MORF4	chr4	processed_pseudogene	mortality factor 4 (pseudogene)
ENSG00000205057.6	0.12	0.04	0.0	0.0	0.0	0.0	CLLU1-AS1	chr12	lncRNA	CLLU1 antisense RNA 1
ENSG00000135226.18	0.0	0.0	0.03	0.08	0.09	0.06	UGT2B28	chr4	protein_coding	UDP glucuronosyltransferase family 2 member B28
ENSG00000259921.1	0.0	0.01	0.01	0.05	0.01	0.01	AC022819.3	chr15	lncRNA	--
ENSG00000245904.4	0.13	0.11	0.07	0.23	0.26	0.14	RP11-796E2.4	chr12	lncRNA	--
ENSG00000250569.1	0.06	0.0	0.12	0.11	0.03	0.08	NTAN1P2	chr8	processed_pseudogene	N-terminal asparagine amidase pseudogene 2
ENSG00000171564.12	6.52	5.45	6.27	27.04	26.33	24.78	FGB	chr4	protein_coding	fibrinogen beta chain
ENSG00000255434.1	0.0	0.0	0.0	0.0	0.05	0.0	CTD-2530H12.8	chr11	lncRNA	--
ENSG00000166685.12	3.3	3.44	3.46	4.06	4.08	3.96	COG1	chr17	protein_coding	component of oligomeric golgi complex 1
ENSG00000172663.9	2.6	2.68	2.89	2.67	2.75	2.94	TMEM134	chr11	protein_coding	transmembrane protein 134
ENSG00000278484.1	0.13	0.0	0.04	0.67	0.25	0.5	RP11-95I16.6	chr10	lncRNA	--
ENSG00000272508.1	0.02	0.0	0.06	0.04	0.04	0.02	RP11-96C23.14	chr10	lncRNA	--
ENSG00000081026.19	0.76	0.8	0.73	0.95	0.91	1.05	MAGI3	chr1	protein_coding	membrane associated guanylate kinase, WW and PDZ domain containing 3
ENSG00000101421.4	74.35	71.27	76.49	72.13	66.85	66.78	CHMP4B	chr20	protein_coding	charged multivesicular body protein 4B
ENSG00000180917.18	1.58	1.65	1.56	2.21	2.54	2.78	CMTR2	chr16	protein_coding	cap methyltransferase 2
ENSG00000272004.1	0.54	0.98	0.59	0.72	0.47	1.11	RP11-345P4.10	chr1	lncRNA	--
ENSG00000138134.12	2.06	2.43	2.38	2.17	2.11	1.8	STAMBPL1	chr10	protein_coding	STAM binding protein like 1
ENSG00000285303.1	0.0	0.0	0.0	0.0	0.0	0.02	AC004381.9	chr16	transcribed_unprocessed_pseudogene	--
ENSG00000269559.2	0.12	0.15	0.09	0.21	0.13	0.07	RP11-629B11.5	chr4	lncRNA	--
ENSG00000106852.15	0.06	0.07	0.04	0.04	0.03	0.03	LHX6	chr9	protein_coding	LIM homeobox 6
ENSG00000131152.4	0.46	0.54	0.49	0.5	0.39	0.3	RP11-178L8.4	chr16	protein_coding	--
ENSG00000259511.3	0.14	0.09	0.17	0.12	0.08	0.15	UBE2Q2L	chr15	transcribed_unprocessed_pseudogene	ubiquitin conjugating enzyme E2 Q2 like
ENSG00000225108.1	0.06	0.0	0.0	0.02	0.0	0.04	ZBTB45P1	chr2	processed_pseudogene	zinc finger and BTB domain containing 45 pseudogene 1
ENSG00000211460.12	14.46	15.17	15.54	14.26	14.33	14.14	TSN	chr2	protein_coding	translin
ENSG00000287811.1	0.08	0.06	0.03	0.11	0.09	0.15	RP11-342L8.3	chr6	lncRNA	--
ENSG00000005486.17	30.73	28.16	29.67	40.55	38.6	35.32	RHBDD2	chr7	protein_coding	rhomboid domain containing 2
ENSG00000279103.1	0.01	0.06	0.07	0.08	0.1	0.04	CTC-204F22.1	chr19	TEC	--
ENSG00000272936.1	1.36	1.29	1.17	0.75	0.48	0.7	RP11-700J17.2	chr4	lncRNA	--
ENSG00000128641.19	13.09	14.31	14.23	12.86	12.55	14.38	MYO1B	chr2	protein_coding	myosin IB
ENSG00000121481.11	3.54	3.73	3.47	2.97	3.0	3.43	RNF2	chr1	protein_coding	ring finger protein 2
ENSG00000231752.6	0.01	0.02	0.05	0.05	0.05	0.05	EMBP1	chr1	transcribed_unprocessed_pseudogene	embigin pseudogene 1
ENSG00000170921.15	0.86	0.84	0.85	0.81	0.89	0.85	TANC2	chr17	protein_coding	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2
ENSG00000256269.10	11.58	11.19	11.54	7.77	7.34	6.54	HMBS	chr11	protein_coding	hydroxymethylbilane synthase
ENSG00000138271.6	0.09	0.02	0.09	0.0	0.0	0.02	GPR87	chr3	protein_coding	G protein-coupled receptor 87
ENSG00000239719.1	0.15	0.33	0.13	0.29	0.44	0.14	RP4-800G7.1	chr7	processed_pseudogene	--
ENSG00000250251.6	0.05	0.06	0.12	0.16	0.14	0.26	PKD1P6	chr16	transcribed_unprocessed_pseudogene	polycystin 1, transient receptor potential channel interacting pseudogene 6
ENSG00000130558.20	0.35	0.34	0.47	0.29	0.34	0.42	OLFM1	chr9	protein_coding	olfactomedin 1
ENSG00000277971.1	1.48	1.31	1.82	2.41	3.24	2.44	XXbac-B562F10.12	chr22	protein_coding	--
ENSG00000155066.16	0.0	0.01	0.0	0.0	0.01	0.0	PROM2	chr2	protein_coding	prominin 2
ENSG00000177932.7	0.11	0.14	0.08	0.36	0.28	0.35	ZNF354C	chr5	protein_coding	zinc finger protein 354C
ENSG00000227852.1	0.0	0.18	0.0	0.0	0.0	0.0	RPS29P17	chr9	processed_pseudogene	ribosomal protein S29 pseudogene 17
ENSG00000198815.9	2.91	3.16	2.95	3.95	4.02	4.17	FOXJ3	chr1	protein_coding	forkhead box J3
ENSG00000012174.12	3.81	3.83	3.85	4.29	4.57	4.77	MBTPS2	chrX	protein_coding	membrane bound transcription factor peptidase, site 2
ENSG00000281195.1	0.02	0.0	0.01	0.02	0.1	0.08	RP11-236P2.2	chr2	lncRNA	--
ENSG00000278238.1	1.37	0.43	0.97	1.04	1.39	1.6	RP11-245D16.4	chr13	lncRNA	--
ENSG00000135390.21	54.83	51.18	56.72	61.95	56.61	51.28	ATP5MC2	chr12	protein_coding	ATP synthase membrane subunit c locus 2
ENSG00000270179.1	0.04	0.0	0.29	0.62	0.29	0.33	RP11-159N11.4	chr11	lncRNA	--
ENSG00000122417.15	0.39	0.45	0.41	0.57	0.58	0.67	ODF2L	chr1	protein_coding	outer dense fiber of sperm tails 2 like
ENSG00000255521.2	0.03	0.02	0.02	0.11	0.1	0.18	RP4-607I7.1	chr11	lncRNA	--
ENSG00000197093.11	0.01	0.02	0.01	0.16	0.06	0.09	GAL3ST4	chr7	protein_coding	galactose-3-O-sulfotransferase 4
ENSG00000243742.5	0.02	0.05	0.01	0.01	0.02	0.0	RPLP0P2	chr11	transcribed_processed_pseudogene	ribosomal protein lateral stalk subunit P0 pseudogene 2
ENSG00000132356.11	4.29	4.36	4.69	6.82	7.45	8.02	PRKAA1	chr5	protein_coding	protein kinase AMP-activated catalytic subunit alpha 1
ENSG00000179750.16	8.71	8.33	7.83	5.91	4.61	5.77	APOBEC3B	chr22	protein_coding	apolipoprotein B mRNA editing enzyme catalytic subunit 3B
ENSG00000151461.20	2.61	2.53	2.58	3.62	3.2	3.9	UPF2	chr10	protein_coding	UPF2 regulator of nonsense mediated mRNA decay
ENSG00000144278.15	1.0	1.1	1.08	1.75	1.88	1.65	GALNT13	chr2	protein_coding	polypeptide N-acetylgalactosaminyltransferase 13
ENSG00000129347.21	6.01	5.37	5.65	4.86	4.33	4.43	KRI1	chr19	protein_coding	KRI1 homolog
ENSG00000172269.20	4.34	4.29	4.24	5.36	5.37	5.52	DPAGT1	chr11	protein_coding	dolichyl-phosphate N-acetylglucosaminephosphotransferase 1
ENSG00000255886.1	0.08	0.0	0.03	0.12	0.04	0.0	RP11-196H14.2	chr12	lncRNA	--
ENSG00000100206.10	0.25	0.3	0.35	0.44	0.39	0.29	DMC1	chr22	protein_coding	DNA meiotic recombinase 1
ENSG00000244300.3	0.04	0.03	0.01	0.06	0.05	0.01	GATA2-AS1	chr3	lncRNA	GATA2 antisense RNA 1
ENSG00000167194.8	0.0	0.0	0.0	0.0	0.06	0.0	C16orf92	chr16	protein_coding	chromosome 16 open reading frame 92
ENSG00000274630.1	45.93	54.96	38.58	39.09	55.88	49.18	RP11-229E13.4	chr17	lncRNA	--
ENSG00000233509.2	0.0	0.0	0.0	0.17	0.0	0.04	ZNF197-AS1	chr3	lncRNA	ZNF197 antisense RNA 1
ENSG00000235859.5	0.71	0.95	0.65	0.81	0.5	0.76	AC006978.6	chr7	processed_pseudogene	--
ENSG00000260092.1	0.04	0.01	0.04	0.04	0.09	0.06	RP11-77K12.7	chr16	protein_coding	--
ENSG00000280003.1	0.0	0.0	0.0	0.01	0.0	0.01	RP11-330H6.6	chr3	TEC	--
ENSG00000243746.1	0.0	0.0	0.03	0.0	0.0	0.0	EEF1A1P10	chr7	processed_pseudogene	eukaryotic translation elongation factor 1 alpha 1 pseudogene 10
ENSG00000231184.3	0.0	0.0	0.04	0.04	0.0	0.0	CCNQP3	chr13	processed_pseudogene	CCNQ pseudogene 3
ENSG00000224820.2	0.0	0.0	0.19	0.0	0.0	0.0	BTF3P4	chr9	processed_pseudogene	basic transcription factor 3 pseudogene 4
ENSG00000104529.18	50.55	48.52	50.86	51.64	47.56	45.92	EEF1D	chr8	protein_coding	eukaryotic translation elongation factor 1 delta
ENSG00000026508.20	29.77	30.17	29.46	22.34	20.96	21.37	CD44	chr11	protein_coding	CD44 molecule (Indian blood group)
ENSG00000197763.20	1.32	1.34	1.21	1.5	1.64	1.26	TXNRD3	chr3	protein_coding	thioredoxin reductase 3
ENSG00000105679.9	0.06	0.16	0.13	0.2	0.07	0.19	GAPDHS	chr19	protein_coding	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic
ENSG00000234199.3	0.01	0.04	0.0	0.04	0.02	0.04	LINC01191	chr2	lncRNA	long intergenic non-protein coding RNA 1191
ENSG00000266086.3	49.67	51.26	53.27	47.17	43.37	47.64	RP11-159D12.5	chr17	protein_coding	--
ENSG00000136891.14	3.35	3.63	3.41	2.6	2.65	2.85	TEX10	chr9	protein_coding	testis expressed 10
ENSG00000198488.10	0.0	0.0	0.0	0.0	0.0	0.01	B3GNT6	chr11	protein_coding	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6
ENSG00000177542.11	6.18	7.15	7.0	4.71	4.53	4.86	SLC25A22	chr11	protein_coding	solute carrier family 25 member 22
ENSG00000177992.10	0.0	0.0	0.0	0.01	0.0	0.0	SPATA31E1	chr9	protein_coding	SPATA31 subfamily E member 1
ENSG00000273076.1	0.0	0.0	0.0	0.7	0.26	0.44	RP3-508I15.22	chr22	lncRNA	--
ENSG00000184465.16	0.14	0.18	0.2	0.43	0.41	0.47	WDR27	chr6	protein_coding	WD repeat domain 27
ENSG00000253509.1	0.0	0.0	0.0	0.0	0.21	0.1	CTD-3080F16.3	chr8	lncRNA	--
ENSG00000162572.21	0.16	0.11	0.28	1.05	1.0	0.75	SCNN1D	chr1	protein_coding	sodium channel epithelial 1 subunit delta
ENSG00000251189.1	0.0	0.0	0.0	0.0	0.0	0.05	CTD-2196P11.2	chr5	lncRNA	--
ENSG00000234492.4	0.01	0.0	0.0	0.0	0.0	0.0	RPL34-DT	chr4	lncRNA	RPL34 divergent transcript
ENSG00000181577.16	0.21	0.2	0.16	0.22	0.3	0.16	C6orf223	chr6	lncRNA	chromosome 6 open reading frame 223
ENSG00000081870.12	6.46	6.47	6.85	5.19	4.13	4.61	HSPB11	chr1	protein_coding	heat shock protein family B (small) member 11
ENSG00000108654.16	41.47	44.28	42.82	44.5	43.75	45.94	DDX5	chr17	protein_coding	DEAD-box helicase 5
ENSG00000263002.8	0.23	0.16	0.31	0.93	0.99	0.89	ZNF234	chr19	protein_coding	zinc finger protein 234
ENSG00000117298.16	5.77	5.69	6.02	9.73	8.58	9.62	ECE1	chr1	protein_coding	endothelin converting enzyme 1
ENSG00000175206.10	0.05	0.0	0.02	0.05	0.05	0.05	NPPA	chr1	protein_coding	natriuretic peptide A
ENSG00000285959.1	2.47	2.74	2.51	1.16	1.33	1.22	RP1-224A6.11	chr1	lncRNA	--
ENSG00000136810.13	889.71	889.92	924.06	626.52	609.6	578.07	TXN	chr9	protein_coding	thioredoxin
ENSG00000215319.2	0.02	0.0	0.0	0.0	0.0	0.0	EIF5P1	chrX	processed_pseudogene	eukaryotic translation initiation factor 5 pseudogene 1
ENSG00000280119.1	0.0	0.0	0.0	0.0	0.01	0.0	AC093642.1	chr2	TEC	--
ENSG00000100100.13	0.36	0.31	0.27	0.17	0.18	0.23	PIK3IP1	chr22	protein_coding	phosphoinositide-3-kinase interacting protein 1
ENSG00000165644.11	11.91	11.42	12.2	13.03	12.36	10.65	COMTD1	chr10	protein_coding	catechol-O-methyltransferase domain containing 1
ENSG00000253218.1	0.0	0.06	0.05	0.0	0.03	0.0	KLF3P1	chr5	processed_pseudogene	Kruppel like factor 3 pseudogene 1
ENSG00000253182.1	0.0	0.0	0.0	0.0	0.09	0.0	RP11-486M23.2	chr8	lncRNA	--
ENSG00000149806.11	199.05	188.77	190.28	145.17	137.49	129.52	FAU	chr11	protein_coding	FAU ubiquitin like and ribosomal protein S30 fusion
ENSG00000124789.12	6.28	6.59	6.34	4.39	4.58	5.26	NUP153	chr6	protein_coding	nucleoporin 153
ENSG00000168539.4	0.04	0.07	0.02	0.0	0.06	0.0	CHRM1	chr11	protein_coding	cholinergic receptor muscarinic 1
ENSG00000224215.1	0.0	0.0	0.0	0.06	0.03	0.03	RP11-371A19.2	chr10	lncRNA	--
ENSG00000218265.1	0.03	0.0	0.0	0.0	0.0	0.0	RPS4XP7	chr6	processed_pseudogene	ribosomal protein S4X pseudogene 7
ENSG00000224141.6	0.0	0.0	0.0	0.01	0.0	0.0	MIR548XHG	chr21	lncRNA	MIR548X host gene
ENSG00000235237.1	0.3	0.72	0.63	0.58	0.47	1.12	RP1-151B14.6	chr22	lncRNA	--
ENSG00000253669.4	1.16	1.0	1.33	1.06	1.21	1.22	GASAL1	chr8	lncRNA	growth arrest associated lncRNA 1
ENSG00000147601.15	1.09	1.02	1.21	1.16	1.09	1.21	TERF1	chr8	protein_coding	telomeric repeat binding factor 1
ENSG00000189431.8	0.6	0.76	0.62	1.12	1.17	1.34	RASSF10	chr11	protein_coding	Ras association domain family member 10
ENSG00000265134.1	0.0	0.38	0.0	0.0	0.0	0.33	MIR3190	chr19	miRNA	microRNA 3190
ENSG00000236567.2	0.01	0.0	0.0	0.0	0.0	0.03	TCF3P1	chr9	processed_pseudogene	transcription factor 3 pseudogene 1
ENSG00000008311.16	0.0	0.01	0.02	0.02	0.01	0.01	AASS	chr7	protein_coding	aminoadipate-semialdehyde synthase
ENSG00000103657.14	0.78	0.75	0.76	1.15	1.23	1.36	HERC1	chr15	protein_coding	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1
ENSG00000174721.10	1.31	1.34	1.12	1.04	1.04	0.81	FGFBP3	chr10	protein_coding	fibroblast growth factor binding protein 3
ENSG00000109756.9	0.81	0.78	0.76	0.69	0.67	0.63	RAPGEF2	chr4	protein_coding	Rap guanine nucleotide exchange factor 2
ENSG00000237646.1	0.0	0.0	0.0	0.05	0.05	0.05	HLCS-IT1	chr21	lncRNA	HLCS intronic transcript 1
ENSG00000279685.2	0.0	0.03	0.0	0.0	0.0	0.02	MAPT-IT1	chr17	lncRNA	MAPT intronic transcript 1
ENSG00000255276.1	1.02	1.48	0.81	0.61	0.77	1.14	RRM1-AS1	chr11	lncRNA	RRM1 antisense RNA 1
ENSG00000217835.3	0.0	0.1	0.0	0.0	0.0	0.0	RBMXP5	chrX	processed_pseudogene	RBMX pseudogene 5
