Gene	NC_1	NC_2	NC_3	siFSCN1_1	siFSCN1_2	siFSCN1_3	Symbol	Chr	GeneType	Description
ENSG00000274529.5	0	0	0	1	0	0	SEBOX	chr17	protein_coding	SEBOX homeobox
ENSG00000177125.5	126	151	185	313	335	308	ZBTB34	chr9	protein_coding	zinc finger and BTB domain containing 34
ENSG00000225546.6	8	6	5	18	17	23	LINC02476	chr7	lncRNA	long intergenic non-protein coding RNA 2476
ENSG00000267335.2	0	0	1	0	1	3	CTB-60B18.6	chr19	protein_coding	--
ENSG00000276934.1	0	0	2	0	1	2	RP11-231E4.5	chr18	lncRNA	--
ENSG00000261043.5	0	0	0	2	0	0	RP11-24M17.6	chr15	lncRNA	--
ENSG00000287808.1	14	10	26	35	40	45	RP11-249O6.2	chr1	lncRNA	--
ENSG00000149634.5	2	3	1	13	3	19	SPATA25	chr20	protein_coding	spermatogenesis associated 25
ENSG00000286088.1	39	28	26	44	39	46	RP11-107C16.2	chr10	protein_coding	--
ENSG00000240344.9	531	462	604	397	363	309	PPIL3	chr2	protein_coding	peptidylprolyl isomerase like 3
ENSG00000163424.9	1	0	0	0	0	0	TEX55	chr3	protein_coding	testis expressed 55
ENSG00000128645.15	8	9	11	12	11	5	HOXD1	chr2	protein_coding	homeobox D1
ENSG00000283646.2	5	3	7	1	0	2	LINC02009	chr3	lncRNA	long intergenic non-protein coding RNA 2009
ENSG00000224967.1	0	0	0	0	0	1	AC009303.3	chr2	processed_pseudogene	--
ENSG00000112695.12	5248	4445	6163	4953	4884	4551	COX7A2	chr6	protein_coding	cytochrome c oxidase subunit 7A2
ENSG00000198961.10	664	595	826	1179	1208	1314	PJA2	chr5	protein_coding	praja ring finger ubiquitin ligase 2
ENSG00000117020.19	995	913	1294	1558	1519	1539	AKT3	chr1	protein_coding	AKT serine/threonine kinase 3
ENSG00000125846.16	259	211	268	587	577	543	ZNF133	chr20	protein_coding	zinc finger protein 133
ENSG00000272023.1	1	0	3	0	0	2	AFF4-DT	chr5	lncRNA	AFF4 divergent transcript
ENSG00000268288.1	0	0	4	5	8	7	RP11-98D18.16	chr1	lncRNA	--
ENSG00000128563.13	700	629	807	886	797	853	PRKRIP1	chr7	protein_coding	PRKR interacting protein 1
ENSG00000234297.2	1	0	1	0	0	1	PSIP1P1	chr9	processed_pseudogene	PC4 and SFRS1 interacting protein 1 pseudogene 1
ENSG00000133124.12	4	3	2	2	3	2	IRS4	chrX	protein_coding	insulin receptor substrate 4
ENSG00000179978.11	0	1	3	5	3	6	NAIPP2	chr5	unprocessed_pseudogene	NAIP pseudogene 2
ENSG00000088836.14	376	353	469	276	243	242	SLC4A11	chr20	protein_coding	solute carrier family 4 member 11
ENSG00000237441.10	358	344	464	639	628	621	RGL2	chr6	protein_coding	ral guanine nucleotide dissociation stimulator like 2
ENSG00000275342.5	1792	1767	2047	1917	2003	2116	PRAG1	chr8	protein_coding	PEAK1 related, kinase-activating pseudokinase 1
ENSG00000135074.16	126	99	150	116	104	96	ADAM19	chr5	protein_coding	ADAM metallopeptidase domain 19
ENSG00000229331.1	0	0	0	0	0	1	GK-IT1	chrX	lncRNA	GK intronic transcript 1
ENSG00000221716.1	0	1	1	1	0	0	SNORA11	chrX	snoRNA	small nucleolar RNA, H/ACA box 11
ENSG00000248873.1	0	1	0	0	2	0	SERBP1P6	chr5	processed_pseudogene	SERPINE1 mRNA binding protein 1 pseudogene 6
ENSG00000157087.20	0	1	0	4	0	1	ATP2B2	chr3	protein_coding	ATPase plasma membrane Ca2+ transporting 2
ENSG00000224848.2	1	2	3	1	0	1	RP11-535M15.1	chr9	lncRNA	--
ENSG00000225533.1	0	0	5	0	0	1	PAWRP1	chr10	processed_pseudogene	pro-apoptotic WT1 regulator pseudogene 1
ENSG00000132424.17	633	677	882	1354	1238	1396	PNISR	chr6	protein_coding	PNN interacting serine and arginine rich protein
ENSG00000076984.18	546	532	694	830	721	776	MAP2K7	chr19	protein_coding	mitogen-activated protein kinase kinase 7
ENSG00000262265.2	0	0	1	0	2	1	RP5-867C24.4	chr17	lncRNA	--
ENSG00000198074.10	177788	153360	203432	204393	197446	203811	AKR1B10	chr7	protein_coding	aldo-keto reductase family 1 member B10
ENSG00000242951.1	4	1	1	9	5	3	RP11-507E23.1	chr14	processed_pseudogene	--
ENSG00000259397.3	10	6	4	6	3	11	RP11-323I15.2	chr15	processed_pseudogene	--
ENSG00000173156.7	341	274	440	476	395	392	RHOD	chr11	protein_coding	ras homolog family member D
ENSG00000279791.1	0	0	1	4	4	2	RP11-499E14.1	chr2	TEC	--
ENSG00000260473.2	3	0	0	0	0	0	RP11-923I11.4	chr12	lncRNA	--
ENSG00000119242.9	504	372	580	978	789	832	CCDC92	chr12	protein_coding	coiled-coil domain containing 92
ENSG00000224294.1	5	3	10	6	4	7	PINCR	chrX	lncRNA	p53-induced noncoding RNA
ENSG00000233215.6	1	1	4	1	5	2	LINC01687	chr21	lncRNA	long intergenic non-protein coding RNA 1687
ENSG00000198040.11	150	160	211	624	716	696	ZNF84	chr12	protein_coding	zinc finger protein 84
ENSG00000230074.3	57	34	45	76	67	68	RP11-195F19.9	chr9	lncRNA	--
ENSG00000253645.1	7	8	6	10	11	9	CTD-2544N14.3	chr8	lncRNA	--
ENSG00000235568.7	2	0	0	0	0	0	NFAM1	chr22	protein_coding	NFAT activating protein with ITAM motif 1
ENSG00000287249.1	1	1	9	9	4	5	AC004800.1	chr7	lncRNA	--
ENSG00000278986.1	32	25	31	25	26	27	RP11-723J4.3	chr18	TEC	--
ENSG00000255726.1	0	0	0	0	0	1	XXbac-BPG299F13.15	chr6	unprocessed_pseudogene	--
ENSG00000234289.6	0	0	3	1	0	0	H2BS1	chr21	protein_coding	H2B.S histone 1
ENSG00000236536.1	0	0	0	1	0	0	AC003986.7	chr7	lncRNA	--
ENSG00000110925.7	423	403	480	570	530	587	CSRNP2	chr12	protein_coding	cysteine and serine rich nuclear protein 2
ENSG00000115221.12	21	18	20	81	96	84	ITGB6	chr2	protein_coding	integrin subunit beta 6
ENSG00000131096.10	3	0	0	1	2	3	PYY	chr17	protein_coding	peptide YY
ENSG00000137038.8	1690	1457	1945	2045	1765	1654	DMAC1	chr9	protein_coding	distal membrane arm assembly component 1
ENSG00000132716.19	1532	1415	1935	2464	2460	2464	DCAF8	chr1	protein_coding	DDB1 and CUL4 associated factor 8
ENSG00000182220.15	2980	2849	3624	4840	4728	4808	ATP6AP2	chrX	protein_coding	ATPase H+ transporting accessory protein 2
ENSG00000168748.14	0	1	0	1	0	0	CA7	chr16	protein_coding	carbonic anhydrase 7
ENSG00000270775.1	0	0	0	1	0	0	AP000436.4	chr11	processed_pseudogene	--
ENSG00000160789.24	12499	11339	14650	10845	10288	10085	LMNA	chr1	protein_coding	lamin A/C
ENSG00000163632.14	0	0	0	0	1	0	C3orf49	chr3	protein_coding	chromosome 3 open reading frame 49
ENSG00000204611.7	13	14	15	16	30	34	ZNF616	chr19	protein_coding	zinc finger protein 616
ENSG00000254838.5	0	0	0	0	3	1	GVINP1	chr11	transcribed_unprocessed_pseudogene	GTPase, very large interferon inducible pseudogene 1
ENSG00000272848.2	0	0	0	1	2	5	RP1-137D17.2	chr6	lncRNA	--
ENSG00000215795.2	0	1	0	1	0	0	RP11-488L18.3	chr1	processed_pseudogene	--
ENSG00000177788.6	104	94	134	198	203	273	RP5-1061H20.4	chr1	lncRNA	--
ENSG00000073754.6	0	1	0	0	0	0	CD5L	chr1	protein_coding	CD5 molecule like
ENSG00000148019.14	650	676	840	558	558	599	CEP78	chr9	protein_coding	centrosomal protein 78
ENSG00000254094.1	0	1	0	1	0	2	AC078852.1	chr4	lncRNA	--
ENSG00000196143.4	1	0	1	6	0	3	OR11H13P	chr14	unprocessed_pseudogene	olfactory receptor family 11 subfamily H member 13 pseudogene
ENSG00000286678.1	0	0	0	1	0	0	RP11-90N16.2	chr12	lncRNA	--
ENSG00000165392.11	327	306	387	480	513	548	WRN	chr8	protein_coding	WRN RecQ like helicase
ENSG00000114771.14	208	203	329	1174	1120	1106	AADAC	chr3	protein_coding	arylacetamide deacetylase
ENSG00000174738.13	179	186	254	591	620	670	NR1D2	chr3	protein_coding	nuclear receptor subfamily 1 group D member 2
ENSG00000259479.6	34	37	42	15	29	26	SORD2P	chr15	transcribed_unprocessed_pseudogene	sorbitol dehydrogenase 2, pseudogene
ENSG00000145675.15	226	263	297	428	389	465	PIK3R1	chr5	protein_coding	phosphoinositide-3-kinase regulatory subunit 1
ENSG00000261663.1	6	3	8	18	16	22	RP11-304L19.11	chr16	lncRNA	--
ENSG00000018625.15	13	13	12	14	7	16	ATP1A2	chr1	protein_coding	ATPase Na+/K+ transporting subunit alpha 2
ENSG00000279160.1	1	1	0	1	1	0	RP11-387A1.6	chr2	TEC	--
ENSG00000131981.16	2494	2061	2726	2149	2058	1974	LGALS3	chr14	protein_coding	galectin 3
ENSG00000075391.17	472	436	557	748	754	773	RASAL2	chr1	protein_coding	RAS protein activator like 2
ENSG00000251026.2	4	2	10	12	5	12	LINC02163	chr5	lncRNA	long intergenic non-protein coding RNA 2163
ENSG00000196970.8	0	0	0	1	0	0	NXF4	chrX	transcribed_unprocessed_pseudogene	nuclear RNA export factor 4 pseudogene
ENSG00000230303.6	0	5	6	3	8	11	RP11-213G2.2	chr9	lncRNA	--
ENSG00000136450.13	3037	2905	3723	2313	2204	2407	SRSF1	chr17	protein_coding	serine and arginine rich splicing factor 1
ENSG00000240053.8	10	7	16	29	39	39	LY6G5B	chr6	protein_coding	lymphocyte antigen 6 family member G5B
ENSG00000214510.10	6	2	3	6	8	8	SPINK13	chr5	protein_coding	serine peptidase inhibitor Kazal type 13
ENSG00000106546.14	612	553	858	1364	1380	1256	AHR	chr7	protein_coding	aryl hydrocarbon receptor
ENSG00000260744.1	0	0	1	0	0	0	RP11-329J18.3	chr16	lncRNA	--
ENSG00000088305.18	381	412	503	755	766	785	DNMT3B	chr20	protein_coding	DNA methyltransferase 3 beta
ENSG00000243317.8	1754	1593	2086	1961	1934	1939	STMP1	chr7	protein_coding	short transmembrane mitochondrial protein 1
ENSG00000232403.1	0	0	0	1	0	0	RPL27P5	chr2	processed_pseudogene	ribosomal protein L27 pseudogene 5
ENSG00000100814.18	985	1003	1226	813	654	706	CCNB1IP1	chr14	protein_coding	cyclin B1 interacting protein 1
ENSG00000266200.6	1	2	11	2	2	0	PNLIPRP2	chr10	polymorphic_pseudogene	pancreatic lipase related protein 2 (gene/pseudogene)
ENSG00000176401.6	177	163	196	229	262	267	EID2B	chr19	protein_coding	EP300 interacting inhibitor of differentiation 2B
ENSG00000234225.2	0	0	0	0	0	1	RP4-704D21.2	chr1	lncRNA	--
ENSG00000229007.1	0	1	0	1	0	0	EXOSC3P1	chr21	processed_pseudogene	exosome component 3 pseudogene 1
ENSG00000221955.11	16	43	32	10	17	16	SLC12A8	chr3	protein_coding	solute carrier family 12 member 8
ENSG00000234694.1	22	16	21	37	19	33	RP1-92O14.3	chr1	lncRNA	--
ENSG00000181322.15	3	2	3	1	2	2	NME9	chr3	protein_coding	NME/NM23 family member 9
ENSG00000015479.20	9	10	3	3	6	7	MATR3	chr5	protein_coding	matrin 3
ENSG00000132535.22	130	120	118	263	212	264	DLG4	chr17	protein_coding	discs large MAGUK scaffold protein 4
ENSG00000122873.12	1956	1747	2421	2072	1814	1994	CISD1	chr10	protein_coding	CDGSH iron sulfur domain 1
ENSG00000234072.1	256	245	324	571	505	533	AC074117.10	chr2	lncRNA	--
ENSG00000257534.1	0	0	0	1	8	3	RP11-834C11.10	chr12	lncRNA	--
ENSG00000061656.11	65	48	64	70	67	87	SPAG4	chr20	protein_coding	sperm associated antigen 4
ENSG00000168014.18	1205	1058	1491	1051	1026	1026	C2CD3	chr11	protein_coding	C2 domain containing 3 centriole elongation regulator
ENSG00000232936.6	9	15	9	22	18	22	RP11-80H5.2	chr10	lncRNA	--
ENSG00000243894.1	0	0	1	0	0	0	RPS3AP16	chr4	processed_pseudogene	RPS3A pseudogene 16
ENSG00000051523.11	5727	5017	6815	6949	6295	5974	CYBA	chr16	protein_coding	cytochrome b-245 alpha chain
ENSG00000087152.16	2328	2098	2536	2274	2291	2460	ATXN7L3	chr17	protein_coding	ataxin 7 like 3
ENSG00000268107.6	7	11	8	27	31	21	AC003005.4	chr19	protein_coding	--
ENSG00000229893.2	1	1	0	1	3	4	TAX1BP1-AS1	chr7	lncRNA	TAX1BP1 antisense RNA 1
ENSG00000105173.14	1010	993	1352	941	924	972	CCNE1	chr19	protein_coding	cyclin E1
ENSG00000124440.16	1	0	3	1	1	3	HIF3A	chr19	protein_coding	hypoxia inducible factor 3 subunit alpha
ENSG00000108557.19	1401	1243	1650	1393	1336	1456	RAI1	chr17	protein_coding	retinoic acid induced 1
ENSG00000259180.1	1	0	0	0	0	0	RP11-420M1.2	chr15	lncRNA	--
ENSG00000267719.1	1	8	4	1	3	6	LINC02078	chr17	lncRNA	long intergenic non-protein coding RNA 2078
ENSG00000108684.15	14	23	29	28	22	25	ASIC2	chr17	protein_coding	acid sensing ion channel subunit 2
ENSG00000113716.13	1809	1707	2147	1886	1695	1814	HMGXB3	chr5	protein_coding	HMG-box containing 3
ENSG00000160097.20	5	6	9	3	12	2	FNDC5	chr1	protein_coding	fibronectin type III domain containing 5
ENSG00000163624.6	101	83	97	134	119	117	CDS1	chr4	protein_coding	CDP-diacylglycerol synthase 1
ENSG00000274460.1	16	15	12	44	63	45	CTD-2649C14.2	chr16	lncRNA	--
ENSG00000250644.3	11119	9132	11973	10976	10054	10462	RP11-295K3.1	chr11	protein_coding	--
ENSG00000234521.2	0	2	0	0	0	0	AC005041.11	chr2	transcribed_unitary_pseudogene	--
ENSG00000257221.4	4	0	0	0	0	0	RP11-689B22.2	chr12	lncRNA	--
ENSG00000118260.15	716	711	903	943	797	976	CREB1	chr2	protein_coding	cAMP responsive element binding protein 1
ENSG00000269961.1	10	8	7	20	7	10	ERBIN-DT	chr5	lncRNA	ERBIN divergent transcript
ENSG00000172382.10	26	16	38	85	89	104	PRSS27	chr16	protein_coding	serine protease 27
ENSG00000269910.1	14	20	29	27	37	22	RP11-73M18.10	chr14	lncRNA	--
ENSG00000261213.1	2	0	0	0	0	1	RP11-510C10.4	chr1	lncRNA	--
ENSG00000204745.4	39	40	53	40	51	49	AC083899.3	chr2	unprocessed_pseudogene	--
ENSG00000159905.15	4	9	16	7	10	13	ZNF221	chr19	protein_coding	zinc finger protein 221
ENSG00000137171.15	207	173	227	521	483	410	KLC4	chr6	protein_coding	kinesin light chain 4
ENSG00000167578.18	16	8	21	40	42	54	RAB4B	chr19	protein_coding	RAB4B, member RAS oncogene family
ENSG00000044446.12	546	475	750	827	687	671	PHKA2	chrX	protein_coding	phosphorylase kinase regulatory subunit alpha 2
ENSG00000104472.10	1693	1598	1984	1937	1796	1953	CHRAC1	chr8	protein_coding	chromatin accessibility complex subunit 1
ENSG00000139354.11	339	353	467	425	415	460	GAS2L3	chr12	protein_coding	growth arrest specific 2 like 3
ENSG00000163349.22	609	537	693	737	752	918	HIPK1	chr1	protein_coding	homeodomain interacting protein kinase 1
ENSG00000141027.21	1856	1672	2280	2548	2551	2769	NCOR1	chr17	protein_coding	nuclear receptor corepressor 1
ENSG00000285230.2	170	124	160	178	144	146	RALY-AS1	chr20	lncRNA	RALY antisense RNA 1
ENSG00000105538.10	15	0	8	22	11	9	RASIP1	chr19	protein_coding	Ras interacting protein 1
ENSG00000259750.1	0	0	0	1	0	0	NSA2P4	chr15	processed_pseudogene	NSA2 pseudogene 4
ENSG00000218980.2	0	3	3	2	0	2	FTH1P15	chr6	processed_pseudogene	ferritin heavy chain 1 pseudogene 15
ENSG00000026025.16	26001	24509	31042	22771	20868	21930	VIM	chr10	protein_coding	vimentin
ENSG00000087053.20	1152	1094	1405	1391	1302	1430	MTMR2	chr11	protein_coding	myotubularin related protein 2
ENSG00000013297.12	4	0	1	9	11	6	CLDN11	chr3	protein_coding	claudin 11
ENSG00000236976.1	1	0	0	0	0	0	RP11-165H4.2	chr7	processed_pseudogene	--
ENSG00000135912.11	863	837	938	886	800	851	TTLL4	chr2	protein_coding	tubulin tyrosine ligase like 4
ENSG00000227408.1	0	0	0	1	0	0	AMYP1	chr1	unprocessed_pseudogene	amylase alpha pseudogene 1
ENSG00000248734.2	3	5	3	17	16	19	CTD-2260A17.1	chr5	lncRNA	--
ENSG00000253722.1	2	2	5	1	11	12	RP11-10N23.4	chr8	lncRNA	--
ENSG00000188807.13	539	528	647	463	463	473	TMEM201	chr1	protein_coding	transmembrane protein 201
ENSG00000287821.1	0	0	0	0	0	1	RP11-867O8.10	chr11	lncRNA	--
ENSG00000066654.14	719	576	774	992	1006	1170	THUMPD1	chr16	protein_coding	THUMP domain containing 1
ENSG00000280331.1	0	1	0	1	0	1	RP11-545D22.1	chr11	TEC	--
ENSG00000260059.1	0	0	2	0	0	0	RP11-231E19.1	chr2	lncRNA	--
ENSG00000155657.28	8	9	11	11	15	11	TTN	chr2	protein_coding	titin
ENSG00000189292.16	0	0	0	0	0	2	ALKAL2	chr2	protein_coding	ALK and LTK ligand 2
ENSG00000213918.11	959	876	942	680	699	659	DNASE1	chr16	protein_coding	deoxyribonuclease 1
ENSG00000234740.1	7	3	13	10	2	2	RP11-272P10.2	chr9	lncRNA	--
ENSG00000234785.1	10	10	9	7	9	11	EEF1GP5	chrX	processed_pseudogene	eukaryotic translation elongation factor 1 gamma pseudogene 5
ENSG00000278600.1	15	23	30	70	74	84	RP11-81A1.6	chr15	lncRNA	--
ENSG00000261056.2	1	0	0	2	3	4	RP11-454F8.2	chr16	transcribed_processed_pseudogene	--
ENSG00000182307.14	3008	2649	3457	1747	1649	1615	C8orf33	chr8	protein_coding	chromosome 8 open reading frame 33
ENSG00000126746.18	1391	1305	1696	1917	1796	1989	ZNF384	chr12	protein_coding	zinc finger protein 384
ENSG00000089199.10	202	133	164	643	592	629	CHGB	chr20	protein_coding	chromogranin B
ENSG00000176209.12	555	422	556	857	856	780	SMIM19	chr8	protein_coding	small integral membrane protein 19
ENSG00000136807.14	681	596	801	870	891	799	CDK9	chr9	protein_coding	cyclin dependent kinase 9
ENSG00000170323.9	3	0	0	0	0	0	FABP4	chr8	protein_coding	fatty acid binding protein 4
ENSG00000237984.3	13	20	20	34	29	22	PTENP1	chr9	transcribed_processed_pseudogene	phosphatase and tensin homolog pseudogene 1
ENSG00000110619.18	1632	1485	1896	2058	1965	2170	CARS1	chr11	protein_coding	cysteinyl-tRNA synthetase 1
ENSG00000115419.13	3950	4174	5246	3728	3717	4002	GLS	chr2	protein_coding	glutaminase
ENSG00000206734.1	0	0	0	1	0	0	Y_RNA	chr17	misc_RNA	--
ENSG00000242902.1	0	0	0	1	0	0	FLNC-AS1	chr7	lncRNA	FLNC antisense RNA 1
ENSG00000149798.5	0	0	1	0	2	0	CDC42EP2	chr11	protein_coding	CDC42 effector protein 2
ENSG00000187953.10	167	108	169	137	123	120	PMS2CL	chr7	transcribed_unprocessed_pseudogene	PMS2 C-terminal like pseudogene
ENSG00000119917.15	204	149	170	172	163	170	IFIT3	chr10	protein_coding	interferon induced protein with tetratricopeptide repeats 3
ENSG00000251184.1	5	3	4	5	4	7	RP11-101E3.5	chr9	protein_coding	--
ENSG00000184675.11	156	128	202	251	249	290	AMER1	chrX	protein_coding	APC membrane recruitment protein 1
ENSG00000104967.8	15	12	41	34	39	36	NOVA2	chr19	protein_coding	NOVA alternative splicing regulator 2
ENSG00000140988.16	120597	106998	140442	62725	50447	50033	RPS2	chr16	protein_coding	ribosomal protein S2
ENSG00000225630.1	4390	4516	5402	6388	6499	6375	MTND2P28	chr1	unprocessed_pseudogene	MT-ND2 pseudogene 28
ENSG00000259788.1	0	0	0	2	0	0	RP11-359K18.3	chr1	lncRNA	--
ENSG00000138080.14	10	25	23	56	51	37	EMILIN1	chr2	protein_coding	elastin microfibril interfacer 1
ENSG00000122687.19	2	3	2	1	2	2	MRM2	chr7	protein_coding	mitochondrial rRNA methyltransferase 2
ENSG00000166750.10	478	484	647	883	978	1026	SLFN5	chr17	protein_coding	schlafen family member 5
ENSG00000233203.6	3	2	3	6	2	2	DHCR24-DT	chr1	lncRNA	DHCR24 divergent transcript
ENSG00000268499.1	0	0	0	0	1	1	CTB-102L5.8	chr19	lncRNA	--
ENSG00000137819.14	3321	3416	4366	2612	2442	2561	PAQR5	chr15	protein_coding	progestin and adipoQ receptor family member 5
ENSG00000274993.1	3	1	1	0	1	5	RP11-395B7.2	chr7	lncRNA	--
ENSG00000103249.18	1504	1367	1700	2936	2706	2730	CLCN7	chr16	protein_coding	chloride voltage-gated channel 7
ENSG00000214376.6	0	0	1	0	2	0	VSTM5	chr11	protein_coding	V-set and transmembrane domain containing 5
ENSG00000130821.17	215	167	223	255	239	199	SLC6A8	chrX	protein_coding	solute carrier family 6 member 8
ENSG00000258927.2	0	0	1	0	0	0	RP11-1070N10.5	chr14	lncRNA	--
ENSG00000280339.1	1	0	0	0	1	0	RP11-736K20.4	chr11	TEC	--
ENSG00000171451.15	31	24	38	34	17	19	DSEL	chr18	protein_coding	dermatan sulfate epimerase like
ENSG00000174500.13	2	2	2	0	1	0	GCSAM	chr3	protein_coding	germinal center associated signaling and motility
ENSG00000285922.1	0	0	1	0	1	3	RP4-672J20.3	chr1	lncRNA	--
ENSG00000169180.12	2278	2190	2506	2922	2839	2950	XPO6	chr16	protein_coding	exportin 6
ENSG00000100038.20	455	402	558	641	508	603	TOP3B	chr22	protein_coding	DNA topoisomerase III beta
ENSG00000140262.18	1057	981	1194	1460	1507	1601	TCF12	chr15	protein_coding	transcription factor 12
ENSG00000277041.1	0	0	0	0	1	0	RP11-368J21.4	chr16	unprocessed_pseudogene	--
ENSG00000225449.3	0	0	0	1	0	0	RAB6C-AS1	chr2	transcribed_unprocessed_pseudogene	RAB6C antisense RNA 1
ENSG00000170482.17	301	229	313	1190	1029	1103	SLC23A1	chr5	protein_coding	solute carrier family 23 member 1
ENSG00000105072.9	177	142	209	244	211	224	C19orf44	chr19	protein_coding	chromosome 19 open reading frame 44
ENSG00000064651.14	1350	1207	1712	2678	2939	3216	SLC12A2	chr5	protein_coding	solute carrier family 12 member 2
ENSG00000139517.9	165	126	182	206	196	197	LNX2	chr13	protein_coding	ligand of numb-protein X 2
ENSG00000247925.2	2	6	1	1	3	2	RP3-510L9.1	chr6	lncRNA	--
ENSG00000081923.15	433	432	493	565	636	599	ATP8B1	chr18	protein_coding	ATPase phospholipid transporting 8B1
ENSG00000267515.1	0	0	0	1	3	1	RP11-861E21.3	chr18	processed_pseudogene	--
ENSG00000067064.12	3635	3209	4470	2917	2680	2914	IDI1	chr10	protein_coding	isopentenyl-diphosphate delta isomerase 1
ENSG00000148156.8	0	0	0	0	2	0	ACTL7B	chr9	protein_coding	actin like 7B
ENSG00000241755.1	0	0	0	0	0	1	IGKV1-9	chr2	IG_V_gene	immunoglobulin kappa variable 1-9
ENSG00000231604.2	0	3	0	0	0	0	RP5-897D18.1	chr20	lncRNA	--
ENSG00000254245.3	0	0	3	3	1	1	PCDHGA3	chr5	protein_coding	protocadherin gamma subfamily A, 3
ENSG00000132464.13	0	1	2	4	5	5	ENAM	chr4	protein_coding	enamelin
ENSG00000279806.1	177	146	188	402	386	464	RP11-58O9.2	chr17	TEC	--
ENSG00000224451.2	0	0	0	1	0	0	ATP5PBP1	chr13	processed_pseudogene	ATP synthase peripheral stalk-membrane subunit b pseudogene 1
ENSG00000268902.3	0	0	0	1	0	0	CSAG2	chrX	protein_coding	CSAG family member 2
ENSG00000168386.19	3	1	1	1	10	13	FILIP1L	chr3	protein_coding	filamin A interacting protein 1 like
ENSG00000279365.1	1	0	0	0	0	0	KB-176G8.1	chr21	TEC	--
ENSG00000186162.10	209	187	247	219	210	203	CIDECP1	chr3	transcribed_unprocessed_pseudogene	cell death inducing DFFA like effector c pseudogene 1
ENSG00000232742.3	4	4	1	3	5	4	RHOQP2	chr2	processed_pseudogene	ras homolog family member Q pseudogene 2
ENSG00000113068.10	2270	2088	2705	2035	1990	1971	PFDN1	chr5	protein_coding	prefoldin subunit 1
ENSG00000130177.16	1410	1260	1636	1513	1518	1594	CDC16	chr13	protein_coding	cell division cycle 16
ENSG00000272717.1	9	6	2	11	7	2	RP11-342I1.2	chr4	lncRNA	--
ENSG00000131473.17	25005	22679	28004	25642	25049	26721	ACLY	chr17	protein_coding	ATP citrate lyase
ENSG00000136783.10	376	349	510	492	508	503	NIPSNAP3A	chr9	protein_coding	nipsnap homolog 3A
ENSG00000254902.1	0	1	0	0	0	0	ANO1-AS1	chr11	lncRNA	ANO1 antisense RNA 1
ENSG00000175728.4	0	0	0	0	0	1	LINC02873	chr11	lncRNA	long intergenic non-protein coding RNA 2873
ENSG00000130227.17	1841	1815	2279	1842	1725	1763	XPO7	chr8	protein_coding	exportin 7
ENSG00000272398.6	19877	17526	23961	23473	21947	21524	CD24	chr6	protein_coding	CD24 molecule
ENSG00000226053.1	0	0	0	0	4	2	LINC01776	chr1	lncRNA	long intergenic non-protein coding RNA 1776
ENSG00000149483.12	1238	1160	1516	1229	1198	1179	TMEM138	chr11	protein_coding	transmembrane protein 138
ENSG00000204991.11	443	376	481	540	489	596	SPIRE2	chr16	protein_coding	spire type actin nucleation factor 2
ENSG00000082074.19	383	321	461	706	744	813	FYB1	chr5	protein_coding	FYN binding protein 1
ENSG00000226200.7	49	36	78	198	198	223	SGMS1-AS1	chr10	lncRNA	SGMS1 antisense RNA 1
ENSG00000064726.10	2501	2482	3094	2534	2647	2986	BTBD1	chr15	protein_coding	BTB domain containing 1
ENSG00000259627.1	103	156	199	139	258	212	RP11-244F12.2	chr15	lncRNA	--
ENSG00000248714.7	1	2	2	3	0	0	RP11-1079K10.3	chr17	lncRNA	--
ENSG00000136816.16	617	509	707	571	526	642	TOR1B	chr9	protein_coding	torsin family 1 member B
ENSG00000072736.19	1373	1218	1560	1824	1821	1820	NFATC3	chr16	protein_coding	nuclear factor of activated T cells 3
ENSG00000217783.2	0	0	1	0	0	0	LDHAL6FP	chr6	processed_pseudogene	lactate dehydrogenase A like 6F, pseudogene
ENSG00000196372.13	1024	964	1098	1139	1078	1092	ASB13	chr10	protein_coding	ankyrin repeat and SOCS box containing 13
ENSG00000108840.16	198	183	240	276	280	291	HDAC5	chr17	protein_coding	histone deacetylase 5
ENSG00000172409.7	785	771	856	787	711	727	CLP1	chr11	protein_coding	cleavage factor polyribonucleotide kinase subunit 1
ENSG00000256001.2	1	0	5	2	5	3	RP11-575F12.2	chr12	lncRNA	--
ENSG00000263818.5	15	6	12	8	14	19	RDM1P5	chr17	transcribed_processed_pseudogene	RDM1 pseudogene 5
ENSG00000270419.1	16	11	13	25	21	9	CAHM	chr6	lncRNA	colon adenocarcinoma hypermethylated
ENSG00000163536.13	33	30	31	305	284	268	SERPINI1	chr3	protein_coding	serpin family I member 1
ENSG00000137843.12	1	1	5	3	1	4	PAK6	chr15	protein_coding	p21 (RAC1) activated kinase 6
ENSG00000259080.1	225	165	240	165	144	155	RP11-158I13.2	chr2	lncRNA	--
ENSG00000267710.9	0	0	0	0	1	0	EDDM13	chr19	protein_coding	epididymal protein 13
ENSG00000178691.11	1330	1221	1609	772	736	746	SUZ12	chr17	protein_coding	SUZ12 polycomb repressive complex 2 subunit
ENSG00000136695.15	4	0	0	2	0	0	IL36RN	chr2	protein_coding	interleukin 36 receptor antagonist
ENSG00000187144.11	103	82	88	132	182	153	SPATA21	chr1	protein_coding	spermatogenesis associated 21
ENSG00000103356.18	1293	1167	1505	1300	1192	1284	EARS2	chr16	protein_coding	glutamyl-tRNA synthetase 2, mitochondrial
